# ['H0', 'ombh2', 'omch2', 'tau', 'As', 'ns']
6.833958587548326591e+01 2.253129486280261440e-02 1.186295429912498089e-01 5.196492735382820388e-02 2.082259970680138376e-09 9.733196556456149562e-01
6.833958587548326591e+01 2.253129486280261440e-02 1.186295429912498089e-01 5.196492735382820388e-02 2.082259970680138376e-09 9.733196556456149562e-01
6.833958587548326591e+01 2.253129486280261440e-02 1.186295429912498089e-01 5.196492735382820388e-02 2.082259970680138376e-09 9.733196556456149562e-01
6.833958587548326591e+01 2.253129486280261440e-02 1.186295429912498089e-01 5.196492735382820388e-02 2.082259970680138376e-09 9.733196556456149562e-01
6.833958587548326591e+01 2.253129486280261440e-02 1.186295429912498089e-01 5.196492735382820388e-02 2.082259970680138376e-09 9.733196556456149562e-01
6.717639054130985699e+01 2.231365926824404461e-02 1.210167961590493391e-01 5.452954630641405898e-02 2.109328258908810114e-09 9.671654256667461258e-01
6.690326096496406194e+01 2.230298579633004097e-02 1.217019244506831327e-01 3.917607134574458555e-02 2.047697284891611706e-09 9.637766136582708310e-01
6.690326096496406194e+01 2.230298579633004097e-02 1.217019244506831327e-01 3.917607134574458555e-02 2.047697284891611706e-09 9.637766136582708310e-01
6.671100672718588953e+01 2.219762441864358768e-02 1.216827422062331937e-01 4.781381515258502357e-02 2.076901946556702228e-09 9.633860007744042830e-01
6.671100672718588953e+01 2.219762441864358768e-02 1.216827422062331937e-01 4.781381515258502357e-02 2.076901946556702228e-09 9.633860007744042830e-01
6.671100672718588953e+01 2.219762441864358768e-02 1.216827422062331937e-01 4.781381515258502357e-02 2.076901946556702228e-09 9.633860007744042830e-01
6.687172305228871494e+01 2.193846829698771830e-02 1.204406046689464049e-01 6.644620827390151918e-02 2.149673670193748130e-09 9.660693033483617187e-01
6.687172305228871494e+01 2.193846829698771830e-02 1.204406046689464049e-01 6.644620827390151918e-02 2.149673670193748130e-09 9.660693033483617187e-01
6.687172305228871494e+01 2.193846829698771830e-02 1.204406046689464049e-01 6.644620827390151918e-02 2.149673670193748130e-09 9.660693033483617187e-01
6.790259663273958779e+01 2.220237846334004519e-02 1.186509058461731048e-01 5.114593609659852380e-02 2.079936776224326942e-09 9.689689942288879365e-01
6.888625776657923439e+01 2.246583499006700110e-02 1.164909657655944786e-01 7.925138735166656345e-02 2.188819687966617546e-09 9.744948713423235986e-01
6.817118339225962131e+01 2.247689670103225623e-02 1.181677658860758595e-01 7.383954811515061611e-02 2.173887716836726925e-09 9.708404832782047134e-01
6.817118339225962131e+01 2.247689670103225623e-02 1.181677658860758595e-01 7.383954811515061611e-02 2.173887716836726925e-09 9.708404832782047134e-01
6.772172673080515892e+01 2.237913767340207749e-02 1.186946424012028239e-01 7.022191201338767730e-02 2.158337773354439488e-09 9.706483765217294168e-01
6.772172673080515892e+01 2.237913767340207749e-02 1.186946424012028239e-01 7.022191201338767730e-02 2.158337773354439488e-09 9.706483765217294168e-01
6.761812882233026301e+01 2.230285740620267451e-02 1.190926352355740070e-01 7.513110747141964196e-02 2.184539314164069404e-09 9.678482268353695295e-01
6.761812882233026301e+01 2.230285740620267451e-02 1.190926352355740070e-01 7.513110747141964196e-02 2.184539314164069404e-09 9.678482268353695295e-01
6.761812882233026301e+01 2.230285740620267451e-02 1.190926352355740070e-01 7.513110747141964196e-02 2.184539314164069404e-09 9.678482268353695295e-01
6.638946157538271109e+01 2.210459799071016682e-02 1.218634791268521367e-01 3.715627861298795298e-02 2.036145662404427043e-09 9.622336452393973616e-01
6.638946157538271109e+01 2.210459799071016682e-02 1.218634791268521367e-01 3.715627861298795298e-02 2.036145662404427043e-09 9.622336452393973616e-01
6.638946157538271109e+01 2.210459799071016682e-02 1.218634791268521367e-01 3.715627861298795298e-02 2.036145662404427043e-09 9.622336452393973616e-01
6.711954608118298893e+01 2.227650811423873348e-02 1.203768137725906157e-01 7.111004103299253809e-02 2.176826602702887481e-09 9.657417629231807021e-01
6.836767329662197312e+01 2.232218825169157012e-02 1.175935618037019514e-01 7.444235985837752145e-02 2.176022614604848237e-09 9.713634957481962484e-01
6.836767329662197312e+01 2.232218825169157012e-02 1.175935618037019514e-01 7.444235985837752145e-02 2.176022614604848237e-09 9.713634957481962484e-01
6.836767329662197312e+01 2.232218825169157012e-02 1.175935618037019514e-01 7.444235985837752145e-02 2.176022614604848237e-09 9.713634957481962484e-01
6.836767329662197312e+01 2.232218825169157012e-02 1.175935618037019514e-01 7.444235985837752145e-02 2.176022614604848237e-09 9.713634957481962484e-01
6.836767329662197312e+01 2.232218825169157012e-02 1.175935618037019514e-01 7.444235985837752145e-02 2.176022614604848237e-09 9.713634957481962484e-01
6.836767329662197312e+01 2.232218825169157012e-02 1.175935618037019514e-01 7.444235985837752145e-02 2.176022614604848237e-09 9.713634957481962484e-01
6.836767329662197312e+01 2.232218825169157012e-02 1.175935618037019514e-01 7.444235985837752145e-02 2.176022614604848237e-09 9.713634957481962484e-01
6.836767329662197312e+01 2.232218825169157012e-02 1.175935618037019514e-01 7.444235985837752145e-02 2.176022614604848237e-09 9.713634957481962484e-01
6.836767329662197312e+01 2.232218825169157012e-02 1.175935618037019514e-01 7.444235985837752145e-02 2.176022614604848237e-09 9.713634957481962484e-01
6.836767329662197312e+01 2.232218825169157012e-02 1.175935618037019514e-01 7.444235985837752145e-02 2.176022614604848237e-09 9.713634957481962484e-01
6.836767329662197312e+01 2.232218825169157012e-02 1.175935618037019514e-01 7.444235985837752145e-02 2.176022614604848237e-09 9.713634957481962484e-01
6.836767329662197312e+01 2.232218825169157012e-02 1.175935618037019514e-01 7.444235985837752145e-02 2.176022614604848237e-09 9.713634957481962484e-01
6.836767329662197312e+01 2.232218825169157012e-02 1.175935618037019514e-01 7.444235985837752145e-02 2.176022614604848237e-09 9.713634957481962484e-01
6.728825469024918959e+01 2.217898970838864600e-02 1.200009683805060845e-01 7.688783456595843502e-02 2.193000087954036960e-09 9.692807743542035670e-01
6.728825469024918959e+01 2.217898970838864600e-02 1.200009683805060845e-01 7.688783456595843502e-02 2.193000087954036960e-09 9.692807743542035670e-01
6.728825469024918959e+01 2.217898970838864600e-02 1.200009683805060845e-01 7.688783456595843502e-02 2.193000087954036960e-09 9.692807743542035670e-01
6.728825469024918959e+01 2.217898970838864600e-02 1.200009683805060845e-01 7.688783456595843502e-02 2.193000087954036960e-09 9.692807743542035670e-01
6.728825469024918959e+01 2.217898970838864600e-02 1.200009683805060845e-01 7.688783456595843502e-02 2.193000087954036960e-09 9.692807743542035670e-01
6.728825469024918959e+01 2.217898970838864600e-02 1.200009683805060845e-01 7.688783456595843502e-02 2.193000087954036960e-09 9.692807743542035670e-01
6.728825469024918959e+01 2.217898970838864600e-02 1.200009683805060845e-01 7.688783456595843502e-02 2.193000087954036960e-09 9.692807743542035670e-01
6.728825469024918959e+01 2.217898970838864600e-02 1.200009683805060845e-01 7.688783456595843502e-02 2.193000087954036960e-09 9.692807743542035670e-01
6.728825469024918959e+01 2.217898970838864600e-02 1.200009683805060845e-01 7.688783456595843502e-02 2.193000087954036960e-09 9.692807743542035670e-01
6.728825469024918959e+01 2.217898970838864600e-02 1.200009683805060845e-01 7.688783456595843502e-02 2.193000087954036960e-09 9.692807743542035670e-01
6.728825469024918959e+01 2.217898970838864600e-02 1.200009683805060845e-01 7.688783456595843502e-02 2.193000087954036960e-09 9.692807743542035670e-01
6.728825469024918959e+01 2.217898970838864600e-02 1.200009683805060845e-01 7.688783456595843502e-02 2.193000087954036960e-09 9.692807743542035670e-01
6.728825469024918959e+01 2.217898970838864600e-02 1.200009683805060845e-01 7.688783456595843502e-02 2.193000087954036960e-09 9.692807743542035670e-01
6.728825469024918959e+01 2.217898970838864600e-02 1.200009683805060845e-01 7.688783456595843502e-02 2.193000087954036960e-09 9.692807743542035670e-01
6.728825469024918959e+01 2.217898970838864600e-02 1.200009683805060845e-01 7.688783456595843502e-02 2.193000087954036960e-09 9.692807743542035670e-01
